scenario,fiscal_year,revenue_source,amount_usd,in_split_base,notes
CAPEX Spillover,2030,data_center_tax_revenue,561413618.0,True,CAPEX Spillover DC = Pre-Cancel DG DC (760.2M) - canceled Pageland (176.2M) - deterrence (21.1M) - write-down expected-value (1.39M)
CAPEX Spillover,2031,residential_real_estate,518288541.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,non_dc_commercial_real_estate,143033264.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,personal_property_vehicles,183547187.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,non_dc_business_tangible,17938199.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,local_sales_tax,91526657.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,bpol_tax,27843448.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,food_and_beverage_tax,19879905.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,consumer_utility_tax,14740346.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,communications_sales_tax,8898481.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,motor_vehicle_license,13058581.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,recordation_tax,2404455.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,transient_occupancy_tax,2472574.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,cigarette_tax,2940368.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,investment_income,19600000.0,True,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,state_aid_gf_direct,13544349.0,False,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,federal_pilt,80000.0,False,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,pptra_fixed_reimbursement,54288000.0,False,Stage 4 LOW + Stage 3b residential-spillover overlay (peer-county grounded; non-DC; federal contraction travels with CAPEX Spillover)
CAPEX Spillover,2031,data_center_tax_revenue,578540607.4888983,True,CAPEX Spillover DC = Pre-Cancel DG DC (850.2M) - canceled Pageland (246.8M) - deterrence (23.5M) - write-down expected-value (1.39M)
Partial Recovery,2027,residential_real_estate,646016936.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,non_dc_commercial_real_estate,168153183.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,personal_property_vehicles,216455102.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,non_dc_business_tangible,21780000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,local_sales_tax,104698297.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,bpol_tax,36501859.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,food_and_beverage_tax,29211495.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,consumer_utility_tax,15577500.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,communications_sales_tax,11155000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,motor_vehicle_license,13523900.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,recordation_tax,2814000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,transient_occupancy_tax,2600000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,cigarette_tax,3667000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,investment_income,28420000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,state_aid_gf_direct,13485558.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,federal_pilt,80000.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,pptra_fixed_reimbursement,54288000.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2027,data_center_tax_revenue,486833678.0,True,Partial Recovery DC = Pre-Cancel DG DC (507.3M) - Pageland (11.8M) - partial deterrence (8.2M) - partial write-down (0.52M)
Partial Recovery,2028,residential_real_estate,646375726.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,non_dc_commercial_real_estate,168578183.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,personal_property_vehicles,218021458.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,non_dc_business_tangible,21562200.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,local_sales_tax,106943740.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,bpol_tax,35848622.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,food_and_beverage_tax,23744318.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,consumer_utility_tax,15655387.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,communications_sales_tax,10820350.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,motor_vehicle_license,13659139.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,recordation_tax,2828070.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,transient_occupancy_tax,2600000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,cigarette_tax,3538655.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,investment_income,27440000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,state_aid_gf_direct,13887765.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,federal_pilt,80000.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,pptra_fixed_reimbursement,54288000.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2028,data_center_tax_revenue,530495416.0,True,Partial Recovery DC = Pre-Cancel DG DC (592.1M) - Pageland (47.0M) - partial deterrence (14.1M) - partial write-down (0.52M)
Partial Recovery,2029,residential_real_estate,646732830.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,non_dc_commercial_real_estate,169003183.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,personal_property_vehicles,219599149.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,non_dc_business_tangible,21346578.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,local_sales_tax,109237341.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,bpol_tax,35207075.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,food_and_beverage_tax,24125462.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,consumer_utility_tax,15733664.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,communications_sales_tax,10495740.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,motor_vehicle_license,13795730.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,recordation_tax,2842210.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,transient_occupancy_tax,2600000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,cigarette_tax,3414802.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,investment_income,26460000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,state_aid_gf_direct,14301968.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,federal_pilt,80000.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,pptra_fixed_reimbursement,54288000.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2029,data_center_tax_revenue,555970390.0,True,Partial Recovery DC = Pre-Cancel DG DC (674.2M) - Pageland (105.8M) - partial deterrence (11.9M) - partial write-down (0.52M)
Partial Recovery,2030,residential_real_estate,647088256.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,non_dc_commercial_real_estate,169428183.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,personal_property_vehicles,221188256.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,non_dc_business_tangible,21133112.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,local_sales_tax,111580133.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,bpol_tax,34577009.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,food_and_beverage_tax,24512724.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,consumer_utility_tax,15812333.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,communications_sales_tax,10180867.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,motor_vehicle_license,13933688.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,recordation_tax,2856421.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,transient_occupancy_tax,2600000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,cigarette_tax,3295284.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,investment_income,25480000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,state_aid_gf_direct,14728524.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,federal_pilt,80000.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,pptra_fixed_reimbursement,54288000.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2030,data_center_tax_revenue,569687368.0,True,Partial Recovery DC = Pre-Cancel DG DC (760.2M) - Pageland (176.2M) - partial deterrence (13.7M) - partial write-down (0.52M)
Partial Recovery,2031,residential_real_estate,647442011.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,non_dc_commercial_real_estate,169853183.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,personal_property_vehicles,222788863.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,non_dc_business_tangible,20921781.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,local_sales_tax,113973170.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,bpol_tax,33958219.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,food_and_beverage_tax,24906202.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,consumer_utility_tax,15891394.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,communications_sales_tax,9875441.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,motor_vehicle_license,14073025.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,recordation_tax,2870704.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,transient_occupancy_tax,2600000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,cigarette_tax,3179949.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,investment_income,24500000.0,True,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,state_aid_gf_direct,15167802.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,federal_pilt,80000.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,pptra_fixed_reimbursement,54288000.0,False,Stage 4 BASE (non-DC; county reverses course)
Partial Recovery,2031,data_center_tax_revenue,587636857.4888983,True,Partial Recovery DC = Pre-Cancel DG DC (850.2M) - Pageland (246.8M) - partial deterrence (15.3M) - partial write-down (0.52M)
