scenario,fiscal_year,block,line_item,amount_usd,basis,source_key,notes
CAPEX Spillover,2030,public_safety,gf_nonpersonnel,120603799.84,committed,PWC-BUD-FY26-EXP+BLS-CPI,"FY26 base $105,099,244 grown 3.50%/yr"
CAPEX Spillover,2030,public_safety,fire_levy_operating,117976425.44,committed,PWC-BUD-FY26-EXP,"Fire Levy is a special-revenue fund (not GF), but station operations are contractual once approved. Included in committed-expenditure envelope per CBA provisions."
CAPEX Spillover,2030,general_government,gopi_megr_gf,167661201.58,committed,PWC-BUD-FY26-EXP,"Growth 3.50%/yr over FY26 $146,107,051"
CAPEX Spillover,2030,general_government,non_departmental_gf,55178498.9,committed,PWC-BUD-FY26-EXP,"Admin & support, contingency, countywide insurance, unemployment; grown with operating inflation."
CAPEX Spillover,2030,community_services,hwes_gf,336503802.18,committed,PWC-BUD-FY26-EXP,"Health, Wellbeing & Environmental Sustainability: includes Social Services, Community Services, Library, Parks & Rec, Public Health, Housing, Youth Services."
CAPEX Spillover,2030,debt_service,total_principal_plus_interest,176021071.0,committed,PWC-BUD-FY26-DEBT,Grand total from FY26 Adopted CIP Debt Service schedule (existing + new CIP issuances + admin). Tranches itemized in debt_service_schedule.csv.
CAPEX Spillover,2030,pension_opeb,vrs_employer_contribution,85509641.58,embedded,PWC-BUD-FY26-COMP,VRS 15.89% held flat (FY26 Adopted Five-Year Plan assumption). Covered payroll FY26 proxy $460M; grown 4.00%/yr. Already embedded in department personnel lines -- informational.
CAPEX Spillover,2030,pension_opeb,supplemental_pension_police_fire_sheriff,7749143.1,embedded,PWC-BUD-FY26-COMP,1.44% held flat per Adopted Five-Year Plan. Already embedded in public_safety personnel -- informational.
CAPEX Spillover,2030,pension_opeb,401a_money_purchase,2690674.69,embedded,PWC-BUD-FY26-COMP,0.50% held flat per Adopted Five-Year Plan. Embedded in personnel -- informational.
CAPEX Spillover,2030,pension_opeb,health_dental_insurance_employer,76133200.0,embedded,PWC-BUD-FY26-COMP,10%/yr programmed in Adopted Plan (scenario=base uses 10.0%). Cumulative 5-yr cost $74.36M. Embedded in fringe benefits -- informational.
CAPEX Spillover,2030,pension_opeb,retiree_health_credit,3646518.75,embedded,PWC-BUD-FY26-COMP,5%/yr growth FY27-30 (Adopted Plan); scenario=base. Embedded in personnel -- informational.
CAPEX Spillover,2030,capital_paygo,cip_cash_financed,101639730.0,programmed,PWC-BUD-FY26-SUMM,FY30 County CIP Expenditures per Adopted Five-Year Plan.
CAPEX Spillover,2030,debt_service,spillover_credit_spread_ds,249599.99999999997,programmed,PWC_MOODYS_OPINION_SEPT2025+PWC-BUD-FY26-CIP,"Stage 6b credit-spread overlay; scenario CAPEX Spillover factor 1.00. 1-notch Moody's action (Aaa->Aa1, +12 bps point, range 5-30) on cumulative new-money GO issuance FY27+. Zero for Pre-Cancellation Digital Gateway; full for CAPEX Spillover; half for Partial Recovery (rating recovery lags policy reversal 12-24+ mo)."
CAPEX Spillover,2031,schools_transfer,57_23_pct_of_general_revenue,934790679.6892965,extrapolated,PWC-BUD-FY26-REV,"schools_transfer(split_base=1,633,392,765) = 57.23% applied to scenario CAPEX Spillover eligible base"
CAPEX Spillover,2031,public_safety,gf_personnel,383607900.76,committed,PWC-BUD-FY26-EXP+COMP,"FY26 base $315,297,732 grown 4.00%/yr"
CAPEX Spillover,2031,public_safety,gf_nonpersonnel,124824932.83,committed,PWC-BUD-FY26-EXP+BLS-CPI,"FY26 base $105,099,244 grown 3.50%/yr"
CAPEX Spillover,2031,public_safety,fire_levy_operating,125055010.96,committed,PWC-BUD-FY26-EXP,"Fire Levy is a special-revenue fund (not GF), but station operations are contractual once approved. Included in committed-expenditure envelope per CBA provisions."
CAPEX Spillover,2031,general_government,gopi_megr_gf,173529343.63,committed,PWC-BUD-FY26-EXP,"Growth 3.50%/yr over FY26 $146,107,051"
CAPEX Spillover,2031,general_government,non_departmental_gf,57109746.36,committed,PWC-BUD-FY26-EXP,"Admin & support, contingency, countywide insurance, unemployment; grown with operating inflation."
CAPEX Spillover,2031,community_services,hwes_gf,348281435.26,committed,PWC-BUD-FY26-EXP,"Health, Wellbeing & Environmental Sustainability: includes Social Services, Community Services, Library, Parks & Rec, Public Health, Housing, Youth Services."
CAPEX Spillover,2031,debt_service,total_principal_plus_interest,175419137.0,committed,PWC-BUD-FY26-DEBT,Grand total from FY26 Adopted CIP Debt Service schedule (existing + new CIP issuances + admin). Tranches itemized in debt_service_schedule.csv.
CAPEX Spillover,2031,pension_opeb,vrs_employer_contribution,88930027.25,embedded,PWC-BUD-FY26-COMP,VRS 15.89% held flat (FY26 Adopted Five-Year Plan assumption). Covered payroll FY26 proxy $460M; grown 4.00%/yr. Already embedded in department personnel lines -- informational.
CAPEX Spillover,2031,pension_opeb,supplemental_pension_police_fire_sheriff,8059108.83,embedded,PWC-BUD-FY26-COMP,1.44% held flat per Adopted Five-Year Plan. Already embedded in public_safety personnel -- informational.
CAPEX Spillover,2031,pension_opeb,401a_money_purchase,2798301.68,embedded,PWC-BUD-FY26-COMP,0.50% held flat per Adopted Five-Year Plan. Embedded in personnel -- informational.
CAPEX Spillover,2031,pension_opeb,health_dental_insurance_employer,83746520.0,embedded,PWC-BUD-FY26-COMP,10%/yr programmed in Adopted Plan (scenario=base uses 10.0%). Cumulative 5-yr cost $74.36M. Embedded in fringe benefits -- informational.
CAPEX Spillover,2031,pension_opeb,retiree_health_credit,3828844.69,embedded,PWC-BUD-FY26-COMP,5%/yr growth FY27-30 (Adopted Plan); scenario=base. Embedded in personnel -- informational.
CAPEX Spillover,2031,capital_paygo,cip_cash_financed,115000000.0,extrapolated,derived,FY31 extrapolated at approximately 13% growth (trailing 3-yr growth rate from FY28-30 was 14-46%; using conservative 13% YoY over FY30).
CAPEX Spillover,2031,debt_service,spillover_credit_spread_ds,312000.0,programmed,PWC_MOODYS_OPINION_SEPT2025+PWC-BUD-FY26-CIP,"Stage 6b credit-spread overlay; scenario CAPEX Spillover factor 1.00. 1-notch Moody's action (Aaa->Aa1, +12 bps point, range 5-30) on cumulative new-money GO issuance FY27+. Zero for Pre-Cancellation Digital Gateway; full for CAPEX Spillover; half for Partial Recovery (rating recovery lags policy reversal 12-24+ mo)."
Partial Recovery,2027,schools_transfer,57_23_pct_of_general_revenue,1022913859.773,committed,PWC-BUD-FY26-REV,"schools_transfer(split_base=1,787,373,510) = 57.23% applied to scenario Partial Recovery eligible base"
Partial Recovery,2027,public_safety,gf_personnel,327909641.28,committed,PWC-BUD-FY26-EXP+COMP,"FY26 base $315,297,732 grown 4.00%/yr"
Partial Recovery,2027,public_safety,gf_nonpersonnel,108777717.54,committed,PWC-BUD-FY26-EXP+BLS-CPI,"FY26 base $105,099,244 grown 3.50%/yr"
Partial Recovery,2027,public_safety,fire_levy_operating,99055281.74,committed,PWC-BUD-FY26-EXP,"Fire Levy is a special-revenue fund (not GF), but station operations are contractual once approved. Included in committed-expenditure envelope per CBA provisions."
Partial Recovery,2027,general_government,gopi_megr_gf,151220797.78,committed,PWC-BUD-FY26-EXP,"Growth 3.50%/yr over FY26 $146,107,051"
Partial Recovery,2027,general_government,non_departmental_gf,49767844.59,committed,PWC-BUD-FY26-EXP,"Admin & support, contingency, countywide insurance, unemployment; grown with operating inflation."
Partial Recovery,2027,community_services,hwes_gf,303507149.8,committed,PWC-BUD-FY26-EXP,"Health, Wellbeing & Environmental Sustainability: includes Social Services, Community Services, Library, Parks & Rec, Public Health, Housing, Youth Services."
Partial Recovery,2027,debt_service,total_principal_plus_interest,153192809.0,committed,PWC-BUD-FY26-DEBT,Grand total from FY26 Adopted CIP Debt Service schedule (existing + new CIP issuances + admin). Tranches itemized in debt_service_schedule.csv.
Partial Recovery,2027,pension_opeb,vrs_employer_contribution,76017760.0,embedded,PWC-BUD-FY26-COMP,VRS 15.89% held flat (FY26 Adopted Five-Year Plan assumption). Covered payroll FY26 proxy $460M; grown 4.00%/yr. Already embedded in department personnel lines -- informational.
Partial Recovery,2027,pension_opeb,supplemental_pension_police_fire_sheriff,6888960.0,embedded,PWC-BUD-FY26-COMP,1.44% held flat per Adopted Five-Year Plan. Already embedded in public_safety personnel -- informational.
Partial Recovery,2027,pension_opeb,401a_money_purchase,2392000.0,embedded,PWC-BUD-FY26-COMP,0.50% held flat per Adopted Five-Year Plan. Embedded in personnel -- informational.
Partial Recovery,2027,pension_opeb,health_dental_insurance_employer,57200000.0,embedded,PWC-BUD-FY26-COMP,10%/yr programmed in Adopted Plan (scenario=base uses 10.0%). Cumulative 5-yr cost $74.36M. Embedded in fringe benefits -- informational.
Partial Recovery,2027,pension_opeb,retiree_health_credit,3150000.0,embedded,PWC-BUD-FY26-COMP,5%/yr growth FY27-30 (Adopted Plan); scenario=base. Embedded in personnel -- informational.
Partial Recovery,2027,capital_paygo,cip_cash_financed,36974594.0,programmed,PWC-BUD-FY26-SUMM,FY27 County CIP Expenditures per Adopted Five-Year Plan.
Partial Recovery,2027,debt_service,spillover_credit_spread_ds,31199.999999999996,programmed,PWC_MOODYS_OPINION_SEPT2025+PWC-BUD-FY26-CIP,"Stage 6b credit-spread overlay; scenario Partial Recovery factor 0.50. 1-notch Moody's action (Aaa->Aa1, +12 bps point, range 5-30) on cumulative new-money GO issuance FY27+. Zero for Pre-Cancellation Digital Gateway; full for CAPEX Spillover; half for Partial Recovery (rating recovery lags policy reversal 12-24+ mo)."
Partial Recovery,2028,schools_transfer,57_23_pct_of_general_revenue,1046208366.3752,committed,PWC-BUD-FY26-REV,"schools_transfer(split_base=1,828,076,824) = 57.23% applied to scenario Partial Recovery eligible base"
Partial Recovery,2028,public_safety,gf_personnel,341026026.93,committed,PWC-BUD-FY26-EXP+COMP,"FY26 base $315,297,732 grown 4.00%/yr"
Partial Recovery,2028,public_safety,gf_nonpersonnel,112584937.65,committed,PWC-BUD-FY26-EXP+BLS-CPI,"FY26 base $105,099,244 grown 3.50%/yr"
Partial Recovery,2028,public_safety,fire_levy_operating,104998598.64,committed,PWC-BUD-FY26-EXP,"Fire Levy is a special-revenue fund (not GF), but station operations are contractual once approved. Included in committed-expenditure envelope per CBA provisions."
Partial Recovery,2028,general_government,gopi_megr_gf,156513525.71,committed,PWC-BUD-FY26-EXP,"Growth 3.50%/yr over FY26 $146,107,051"
Partial Recovery,2028,general_government,non_departmental_gf,51509719.15,committed,PWC-BUD-FY26-EXP,"Admin & support, contingency, countywide insurance, unemployment; grown with operating inflation."
Partial Recovery,2028,community_services,hwes_gf,314129900.05,committed,PWC-BUD-FY26-EXP,"Health, Wellbeing & Environmental Sustainability: includes Social Services, Community Services, Library, Parks & Rec, Public Health, Housing, Youth Services."
Partial Recovery,2028,debt_service,total_principal_plus_interest,161363914.0,committed,PWC-BUD-FY26-DEBT,Grand total from FY26 Adopted CIP Debt Service schedule (existing + new CIP issuances + admin). Tranches itemized in debt_service_schedule.csv.
Partial Recovery,2028,pension_opeb,vrs_employer_contribution,79058470.4,embedded,PWC-BUD-FY26-COMP,VRS 15.89% held flat (FY26 Adopted Five-Year Plan assumption). Covered payroll FY26 proxy $460M; grown 4.00%/yr. Already embedded in department personnel lines -- informational.
Partial Recovery,2028,pension_opeb,supplemental_pension_police_fire_sheriff,7164518.4,embedded,PWC-BUD-FY26-COMP,1.44% held flat per Adopted Five-Year Plan. Already embedded in public_safety personnel -- informational.
Partial Recovery,2028,pension_opeb,401a_money_purchase,2487680.0,embedded,PWC-BUD-FY26-COMP,0.50% held flat per Adopted Five-Year Plan. Embedded in personnel -- informational.
Partial Recovery,2028,pension_opeb,health_dental_insurance_employer,62920000.0,embedded,PWC-BUD-FY26-COMP,10%/yr programmed in Adopted Plan (scenario=base uses 10.0%). Cumulative 5-yr cost $74.36M. Embedded in fringe benefits -- informational.
Partial Recovery,2028,pension_opeb,retiree_health_credit,3307500.0,embedded,PWC-BUD-FY26-COMP,5%/yr growth FY27-30 (Adopted Plan); scenario=base. Embedded in personnel -- informational.
Partial Recovery,2028,capital_paygo,cip_cash_financed,58968718.0,programmed,PWC-BUD-FY26-SUMM,FY28 County CIP Expenditures per Adopted Five-Year Plan.
Partial Recovery,2028,debt_service,spillover_credit_spread_ds,62399.99999999999,programmed,PWC_MOODYS_OPINION_SEPT2025+PWC-BUD-FY26-CIP,"Stage 6b credit-spread overlay; scenario Partial Recovery factor 0.50. 1-notch Moody's action (Aaa->Aa1, +12 bps point, range 5-30) on cumulative new-money GO issuance FY27+. Zero for Pre-Cancellation Digital Gateway; full for CAPEX Spillover; half for Partial Recovery (rating recovery lags policy reversal 12-24+ mo)."
Partial Recovery,2029,schools_transfer,57_23_pct_of_general_revenue,1062491955.3222001,committed,PWC-BUD-FY26-REV,"schools_transfer(split_base=1,856,529,714) = 57.23% applied to scenario Partial Recovery eligible base"
Partial Recovery,2029,public_safety,gf_personnel,354667068.01,committed,PWC-BUD-FY26-EXP+COMP,"FY26 base $315,297,732 grown 4.00%/yr"
Partial Recovery,2029,public_safety,gf_nonpersonnel,116525410.47,committed,PWC-BUD-FY26-EXP+BLS-CPI,"FY26 base $105,099,244 grown 3.50%/yr"
Partial Recovery,2029,public_safety,fire_levy_operating,111298514.56,committed,PWC-BUD-FY26-EXP,"Fire Levy is a special-revenue fund (not GF), but station operations are contractual once approved. Included in committed-expenditure envelope per CBA provisions."
Partial Recovery,2029,general_government,gopi_megr_gf,161991499.11,committed,PWC-BUD-FY26-EXP,"Growth 3.50%/yr over FY26 $146,107,051"
Partial Recovery,2029,general_government,non_departmental_gf,53312559.32,committed,PWC-BUD-FY26-EXP,"Admin & support, contingency, countywide insurance, unemployment; grown with operating inflation."
Partial Recovery,2029,community_services,hwes_gf,325124446.55,committed,PWC-BUD-FY26-EXP,"Health, Wellbeing & Environmental Sustainability: includes Social Services, Community Services, Library, Parks & Rec, Public Health, Housing, Youth Services."
Partial Recovery,2029,debt_service,total_principal_plus_interest,171711276.0,committed,PWC-BUD-FY26-DEBT,Grand total from FY26 Adopted CIP Debt Service schedule (existing + new CIP issuances + admin). Tranches itemized in debt_service_schedule.csv.
Partial Recovery,2029,pension_opeb,vrs_employer_contribution,82220809.22,embedded,PWC-BUD-FY26-COMP,VRS 15.89% held flat (FY26 Adopted Five-Year Plan assumption). Covered payroll FY26 proxy $460M; grown 4.00%/yr. Already embedded in department personnel lines -- informational.
Partial Recovery,2029,pension_opeb,supplemental_pension_police_fire_sheriff,7451099.14,embedded,PWC-BUD-FY26-COMP,1.44% held flat per Adopted Five-Year Plan. Already embedded in public_safety personnel -- informational.
Partial Recovery,2029,pension_opeb,401a_money_purchase,2587187.2,embedded,PWC-BUD-FY26-COMP,0.50% held flat per Adopted Five-Year Plan. Embedded in personnel -- informational.
Partial Recovery,2029,pension_opeb,health_dental_insurance_employer,69212000.0,embedded,PWC-BUD-FY26-COMP,10%/yr programmed in Adopted Plan (scenario=base uses 10.0%). Cumulative 5-yr cost $74.36M. Embedded in fringe benefits -- informational.
Partial Recovery,2029,pension_opeb,retiree_health_credit,3472875.0,embedded,PWC-BUD-FY26-COMP,5%/yr growth FY27-30 (Adopted Plan); scenario=base. Embedded in personnel -- informational.
Partial Recovery,2029,capital_paygo,cip_cash_financed,86140722.0,programmed,PWC-BUD-FY26-SUMM,FY29 County CIP Expenditures per Adopted Five-Year Plan.
Partial Recovery,2029,debt_service,spillover_credit_spread_ds,93599.99999999999,programmed,PWC_MOODYS_OPINION_SEPT2025+PWC-BUD-FY26-CIP,"Stage 6b credit-spread overlay; scenario Partial Recovery factor 0.50. 1-notch Moody's action (Aaa->Aa1, +12 bps point, range 5-30) on cumulative new-money GO issuance FY27+. Zero for Pre-Cancellation Digital Gateway; full for CAPEX Spillover; half for Partial Recovery (rating recovery lags policy reversal 12-24+ mo)."
Partial Recovery,2030,schools_transfer,57_23_pct_of_general_revenue,1072100574.7262001,committed,PWC-BUD-FY26-REV,"schools_transfer(split_base=1,873,319,194) = 57.23% applied to scenario Partial Recovery eligible base"
Partial Recovery,2030,public_safety,gf_personnel,368853750.73,committed,PWC-BUD-FY26-EXP+COMP,"FY26 base $315,297,732 grown 4.00%/yr"
Partial Recovery,2030,public_safety,gf_nonpersonnel,120603799.84,committed,PWC-BUD-FY26-EXP+BLS-CPI,"FY26 base $105,099,244 grown 3.50%/yr"
Partial Recovery,2030,public_safety,fire_levy_operating,117976425.44,committed,PWC-BUD-FY26-EXP,"Fire Levy is a special-revenue fund (not GF), but station operations are contractual once approved. Included in committed-expenditure envelope per CBA provisions."
Partial Recovery,2030,general_government,gopi_megr_gf,167661201.58,committed,PWC-BUD-FY26-EXP,"Growth 3.50%/yr over FY26 $146,107,051"
Partial Recovery,2030,general_government,non_departmental_gf,55178498.9,committed,PWC-BUD-FY26-EXP,"Admin & support, contingency, countywide insurance, unemployment; grown with operating inflation."
Partial Recovery,2030,community_services,hwes_gf,336503802.18,committed,PWC-BUD-FY26-EXP,"Health, Wellbeing & Environmental Sustainability: includes Social Services, Community Services, Library, Parks & Rec, Public Health, Housing, Youth Services."
Partial Recovery,2030,debt_service,total_principal_plus_interest,176021071.0,committed,PWC-BUD-FY26-DEBT,Grand total from FY26 Adopted CIP Debt Service schedule (existing + new CIP issuances + admin). Tranches itemized in debt_service_schedule.csv.
Partial Recovery,2030,pension_opeb,vrs_employer_contribution,85509641.58,embedded,PWC-BUD-FY26-COMP,VRS 15.89% held flat (FY26 Adopted Five-Year Plan assumption). Covered payroll FY26 proxy $460M; grown 4.00%/yr. Already embedded in department personnel lines -- informational.
Partial Recovery,2030,pension_opeb,supplemental_pension_police_fire_sheriff,7749143.1,embedded,PWC-BUD-FY26-COMP,1.44% held flat per Adopted Five-Year Plan. Already embedded in public_safety personnel -- informational.
Partial Recovery,2030,pension_opeb,401a_money_purchase,2690674.69,embedded,PWC-BUD-FY26-COMP,0.50% held flat per Adopted Five-Year Plan. Embedded in personnel -- informational.
Partial Recovery,2030,pension_opeb,health_dental_insurance_employer,76133200.0,embedded,PWC-BUD-FY26-COMP,10%/yr programmed in Adopted Plan (scenario=base uses 10.0%). Cumulative 5-yr cost $74.36M. Embedded in fringe benefits -- informational.
Partial Recovery,2030,pension_opeb,retiree_health_credit,3646518.75,embedded,PWC-BUD-FY26-COMP,5%/yr growth FY27-30 (Adopted Plan); scenario=base. Embedded in personnel -- informational.
Partial Recovery,2030,capital_paygo,cip_cash_financed,101639730.0,programmed,PWC-BUD-FY26-SUMM,FY30 County CIP Expenditures per Adopted Five-Year Plan.
Partial Recovery,2030,debt_service,spillover_credit_spread_ds,124799.99999999999,programmed,PWC_MOODYS_OPINION_SEPT2025+PWC-BUD-FY26-CIP,"Stage 6b credit-spread overlay; scenario Partial Recovery factor 0.50. 1-notch Moody's action (Aaa->Aa1, +12 bps point, range 5-30) on cumulative new-money GO issuance FY27+. Zero for Pre-Cancellation Digital Gateway; full for CAPEX Spillover; half for Partial Recovery (rating recovery lags policy reversal 12-24+ mo)."
Partial Recovery,2031,schools_transfer,57_23_pct_of_general_revenue,1084185928.5354965,extrapolated,PWC-BUD-FY26-REV,"schools_transfer(split_base=1,894,436,359) = 57.23% applied to scenario Partial Recovery eligible base"
Partial Recovery,2031,public_safety,gf_personnel,383607900.76,committed,PWC-BUD-FY26-EXP+COMP,"FY26 base $315,297,732 grown 4.00%/yr"
Partial Recovery,2031,public_safety,gf_nonpersonnel,124824932.83,committed,PWC-BUD-FY26-EXP+BLS-CPI,"FY26 base $105,099,244 grown 3.50%/yr"
Partial Recovery,2031,public_safety,fire_levy_operating,125055010.96,committed,PWC-BUD-FY26-EXP,"Fire Levy is a special-revenue fund (not GF), but station operations are contractual once approved. Included in committed-expenditure envelope per CBA provisions."
Partial Recovery,2031,general_government,gopi_megr_gf,173529343.63,committed,PWC-BUD-FY26-EXP,"Growth 3.50%/yr over FY26 $146,107,051"
Partial Recovery,2031,general_government,non_departmental_gf,57109746.36,committed,PWC-BUD-FY26-EXP,"Admin & support, contingency, countywide insurance, unemployment; grown with operating inflation."
Partial Recovery,2031,community_services,hwes_gf,348281435.26,committed,PWC-BUD-FY26-EXP,"Health, Wellbeing & Environmental Sustainability: includes Social Services, Community Services, Library, Parks & Rec, Public Health, Housing, Youth Services."
Partial Recovery,2031,debt_service,total_principal_plus_interest,175419137.0,committed,PWC-BUD-FY26-DEBT,Grand total from FY26 Adopted CIP Debt Service schedule (existing + new CIP issuances + admin). Tranches itemized in debt_service_schedule.csv.
Partial Recovery,2031,pension_opeb,vrs_employer_contribution,88930027.25,embedded,PWC-BUD-FY26-COMP,VRS 15.89% held flat (FY26 Adopted Five-Year Plan assumption). Covered payroll FY26 proxy $460M; grown 4.00%/yr. Already embedded in department personnel lines -- informational.
Partial Recovery,2031,pension_opeb,supplemental_pension_police_fire_sheriff,8059108.83,embedded,PWC-BUD-FY26-COMP,1.44% held flat per Adopted Five-Year Plan. Already embedded in public_safety personnel -- informational.
Partial Recovery,2031,pension_opeb,401a_money_purchase,2798301.68,embedded,PWC-BUD-FY26-COMP,0.50% held flat per Adopted Five-Year Plan. Embedded in personnel -- informational.
Partial Recovery,2031,pension_opeb,health_dental_insurance_employer,83746520.0,embedded,PWC-BUD-FY26-COMP,10%/yr programmed in Adopted Plan (scenario=base uses 10.0%). Cumulative 5-yr cost $74.36M. Embedded in fringe benefits -- informational.
Partial Recovery,2031,pension_opeb,retiree_health_credit,3828844.69,embedded,PWC-BUD-FY26-COMP,5%/yr growth FY27-30 (Adopted Plan); scenario=base. Embedded in personnel -- informational.
Partial Recovery,2031,capital_paygo,cip_cash_financed,115000000.0,extrapolated,derived,FY31 extrapolated at approximately 13% growth (trailing 3-yr growth rate from FY28-30 was 14-46%; using conservative 13% YoY over FY30).
Partial Recovery,2031,debt_service,spillover_credit_spread_ds,156000.0,programmed,PWC_MOODYS_OPINION_SEPT2025+PWC-BUD-FY26-CIP,"Stage 6b credit-spread overlay; scenario Partial Recovery factor 0.50. 1-notch Moody's action (Aaa->Aa1, +12 bps point, range 5-30) on cumulative new-money GO issuance FY27+. Zero for Pre-Cancellation Digital Gateway; full for CAPEX Spillover; half for Partial Recovery (rating recovery lags policy reversal 12-24+ mo)."
